,carat,depth,table,x,y,z,predict
5353,0.38,62.3,53.3,4.65,4.69,2.91,795.3673
5354,0.38,59.5,57.0,4.72,4.76,2.82,771.97235
5355,1.03,62.4,57.0,6.48,6.4,4.02,4915.203
5356,1.01,62.0,63.0,6.34,6.25,3.9,3562.543
5357,0.32,62.4,56.0,4.39,4.43,2.75,629.40875
5358,0.4,61.2,60.0,4.79,4.68,2.9,723.5578
5359,0.57,59.7,59.0,5.41,5.37,3.22,1637.5065
5360,0.61,57.4,60.9,5.6,5.65,3.23,2003.1963
5361,1.05,62.8,58.0,6.44,6.48,4.06,4846.1914
5362,0.35,62.3,58.0,4.49,4.53,2.81,653.0258
5363,1.52,61.4,57.0,7.4,7.43,4.55,9976.822
5364,0.42,60.4,55.0,4.85,4.86,2.93,1022.0104
5365,0.3,62.9,58.0,4.24,4.28,2.68,558.5817
5366,0.72,61.5,58.0,5.78,5.79,3.56,2391.434
5367,1.57,59.7,61.0,7.51,7.62,4.52,10156.566
5368,0.72,60.8,56.0,5.83,5.81,3.54,2645.94
5369,0.5,61.1,58.2,5.08,5.12,3.11,1221.4178
5370,0.36,62.5,58.0,4.57,4.52,2.84,666.37787
5371,0.74,59.8,58.0,5.85,5.89,3.51,2640.705
5372,1.05,61.2,58.0,6.57,6.53,4.01,5262.518
5373,1.01,61.9,58.0,6.37,6.43,3.96,4639.3
5374,2.0,65.1,59.0,7.83,7.77,5.08,12083.473
5375,0.34,62.1,56.0,4.48,4.51,2.79,662.23395
5376,0.4,61.7,57.0,4.74,4.7,2.91,741.4853
5377,0.31,60.6,57.0,4.38,4.4,2.66,615.6352
5378,0.41,62.1,56.0,4.79,4.78,2.97,839.4005
5379,1.51,60.2,62.0,7.43,7.38,4.46,9027.123
5380,1.21,62.1,56.0,6.8,6.76,4.21,6530.9053
5381,1.67,61.8,57.0,7.58,7.62,4.7,11144.266
5382,0.9,61.4,58.0,6.16,6.21,3.8,3774.7996
5383,0.42,62.2,54.0,4.82,4.8,2.99,972.25653
5384,0.34,59.0,60.0,4.62,4.56,2.71,666.3617
5385,1.6,61.6,60.0,7.55,7.49,4.63,10005.153
5386,0.32,61.3,57.0,4.37,4.4,2.69,615.0763
5387,0.33,61.9,55.0,4.42,4.44,2.74,646.7341
5388,0.24,60.9,55.0,4.07,4.08,2.48,512.52313
5389,0.41,64.3,54.0,4.68,4.72,3.02,773.6382
5390,0.7,62.9,58.0,5.61,5.65,3.54,2071.9824
5391,1.54,62.0,57.0,7.4,7.45,4.6,9998.984
5392,0.73,62.7,56.0,5.75,5.73,3.6,2430.62
5393,0.71,64.2,58.0,5.59,5.62,3.6,1997.935
5394,0.31,60.8,55.0,4.38,4.43,2.68,636.6458
5395,1.38,63.2,56.0,7.08,7.03,4.46,8004.656
5396,0.45,63.0,56.0,4.9,4.88,3.08,983.29144
5397,1.12,60.9,57.0,6.66,6.6,4.04,5820.9917
5398,0.74,61.7,57.0,5.79,5.84,3.59,2543.6665
5399,0.43,61.2,59.0,4.82,4.89,2.97,818.90906
5400,0.35,61.3,56.0,4.51,4.53,2.77,673.6573
5401,0.52,62.6,56.0,5.16,5.13,3.22,1370.9717
5402,0.43,61.5,56.0,4.9,4.85,3.0,985.05133
5403,2.11,67.2,60.0,7.86,7.8,5.26,12046.956
5404,0.3,62.5,60.0,4.24,4.27,2.66,541.5267
5405,0.31,61.1,55.0,4.39,4.41,2.69,634.53546
5406,0.52,61.8,57.0,5.14,5.19,3.19,1364.0747
5407,1.2,60.0,60.0,6.86,6.78,4.09,6219.1143
5408,0.83,61.0,57.0,6.06,6.13,3.72,3527.146
5409,1.33,61.7,59.0,7.04,7.09,4.36,7491.301
5410,0.39,60.6,57.0,4.72,4.75,2.87,747.73175
5411,0.9,63.3,54.0,6.19,6.11,3.89,4073.9626
5412,0.6,61.6,56.0,5.4,5.42,3.33,1787.4071
5413,0.9,59.5,62.0,6.2,6.23,3.7,3449.2715
5414,0.31,61.8,57.0,4.38,4.36,2.7,607.13477
5415,0.27,62.1,57.0,4.15,4.13,2.57,521.82544
5416,1.08,61.8,55.0,6.57,6.63,4.08,5869.115
5417,0.29,61.5,56.0,4.25,4.28,2.62,576.3202
5418,1.51,60.8,58.0,7.4,7.51,4.53,9995.051
5419,0.34,62.5,57.0,4.43,4.46,2.78,637.2307
5420,1.02,61.4,57.0,6.45,6.49,3.98,5081.461
5421,0.4,61.7,61.0,4.63,4.68,2.87,687.5003
5422,0.33,61.5,58.0,4.39,4.46,2.72,621.6059
5423,1.0,62.8,63.0,6.26,6.19,3.19,2572.6199
5424,0.31,62.5,54.0,4.33,4.37,2.72,623.6186
5425,0.51,61.8,56.0,5.1,5.13,3.16,1341.1039
5426,0.91,60.6,57.0,6.3,6.26,3.81,4314.3574
5427,0.79,61.5,55.0,5.98,5.95,3.67,3271.8638
5428,1.06,61.7,57.0,6.55,6.57,4.05,5421.576
5429,0.26,61.5,58.0,4.08,4.12,2.52,499.46082
5430,0.31,61.0,57.0,4.36,4.39,2.67,610.2063
5431,0.76,64.3,60.0,5.69,5.64,3.64,2018.4208
5432,1.51,58.4,60.0,7.58,7.53,4.41,10310.348
5433,0.83,61.7,57.0,6.04,6.08,3.74,3353.1877
5434,0.76,61.5,56.0,5.92,5.89,3.63,2873.7207
5435,1.02,63.0,58.0,6.43,6.4,4.04,4620.7324
5436,0.38,61.0,61.0,4.67,4.61,2.83,679.82947
5437,0.33,62.9,55.0,4.46,4.41,2.79,647.352
5438,2.02,62.7,58.0,7.96,8.01,5.01,13179.953
5439,1.2,62.0,56.0,6.86,6.81,4.24,6722.383
5440,0.4,60.4,56.0,4.73,4.77,2.87,826.3753
5441,0.57,63.0,59.0,5.29,5.25,3.32,1415.4806
5442,0.56,60.1,61.0,5.38,5.31,3.21,1467.0715
5443,1.01,62.6,59.0,6.34,6.43,4.0,4397.0874
5444,1.18,61.8,58.0,6.78,6.74,4.18,6147.421
5445,0.9,62.0,62.0,6.11,6.21,3.82,3075.259
5446,0.36,61.0,60.0,4.6,4.55,2.79,662.2896
5447,0.5,61.9,59.0,5.07,5.11,3.15,1155.9774
5448,0.59,62.5,53.0,5.46,5.35,3.38,1914.0067
5449,0.47,61.7,57.0,4.99,5.03,3.09,1132.1172
5450,0.85,64.9,56.0,5.95,5.98,3.87,2994.8765
5451,1.0,62.9,59.0,6.4,6.47,4.02,4483.211
5452,1.72,62.0,57.0,7.63,7.72,4.76,11579.721
5453,0.9,62.1,55.0,6.23,6.14,3.84,4144.9453
5454,0.24,62.6,58.0,3.99,4.03,2.51,472.71182
5455,0.51,60.9,56.0,5.15,5.2,3.15,1437.1143
5456,0.35,63.3,56.0,4.53,4.5,2.86,669.69904
5457,0.41,61.4,56.0,4.77,4.81,2.94,861.2868
5458,1.2,60.7,58.0,6.81,6.86,4.15,6510.408
5459,1.0,59.5,62.0,6.52,6.49,3.87,4575.3633
5460,0.61,60.1,57.0,5.53,5.58,3.34,2025.5577
5461,1.2,62.7,59.0,6.7,6.67,4.19,5721.565
5462,1.3,61.6,56.0,7.06,7.0,4.33,7888.9
5463,0.3,58.8,57.0,4.4,4.44,2.6,626.5398
5464,0.32,63.4,55.0,4.38,4.36,2.77,622.6695
5465,0.41,62.5,53.0,4.76,4.78,2.98,954.6654
5466,0.32,61.9,54.0,4.4,4.42,2.73,646.45605
5467,0.71,58.7,62.0,5.87,5.81,3.43,2330.6812
5468,0.32,61.9,56.0,4.36,4.39,2.71,618.8387
5469,1.02,58.3,61.0,6.57,6.63,3.85,5160.8857
5470,0.72,64.0,61.0,5.67,5.62,3.61,1903.2668
5471,1.05,61.0,56.0,6.54,6.61,4.01,5646.2773
5472,0.3,62.4,54.0,4.31,4.34,2.7,613.48285
5473,1.01,64.1,59.0,6.24,6.21,3.99,3743.5264
5474,0.23,64.5,55.0,3.83,3.86,2.48,454.8351
5475,2.0,63.5,59.0,7.93,7.98,5.05,12954.79
5476,1.21,61.9,59.0,6.84,6.77,4.21,6193.319
5477,2.2,66.3,56.0,8.05,8.0,5.32,13628.801
5478,1.5,60.7,55.0,7.44,7.39,4.5,10426.168
5479,0.5,64.1,57.0,5.04,5.07,3.24,1160.3527
5480,1.46,62.3,56.0,7.28,7.2,4.51,9144.73
5481,0.71,61.8,55.0,5.73,5.75,3.55,2525.9434
5482,0.51,63.0,59.0,5.11,5.05,3.2,1127.7041
5483,1.06,61.9,58.0,6.53,6.58,4.06,5246.1875
5484,0.72,61.5,60.0,5.79,5.75,3.55,2250.9075
5485,0.52,62.2,55.0,5.14,5.18,3.21,1446.6512
5486,0.71,62.5,57.0,5.68,5.74,3.57,2284.5476
5487,1.56,59.2,59.0,7.46,7.54,4.44,10310.102
5488,0.7,63.1,64.0,5.61,5.58,3.53,1683.8279
5489,1.7,62.8,58.0,7.52,7.57,4.74,10648.371
5490,0.28,62.2,55.0,4.21,4.24,2.63,568.4886
5491,0.52,61.8,55.0,5.19,5.2,3.21,1500.2145
5492,0.36,61.8,58.0,4.55,4.58,2.82,673.87115
5493,1.04,61.4,58.0,6.46,6.54,3.99,5062.896
5494,0.71,59.8,56.0,5.89,5.81,3.5,2748.5454
5495,0.54,63.0,57.0,5.22,5.18,3.28,1402.2379
5496,1.05,63.3,57.0,6.45,6.4,4.07,4834.6133
5497,1.07,61.5,56.0,6.58,6.6,4.05,5691.2627
5498,1.24,60.1,57.0,7.02,6.98,4.21,7592.336
5499,0.75,59.0,58.0,5.95,5.99,3.52,2987.1152
5500,0.3,63.4,55.0,4.26,4.32,2.72,591.9237
5501,0.72,63.6,58.0,5.72,5.62,3.6,2129.5027
5502,1.01,62.5,60.0,6.39,6.34,3.98,4192.1377
5503,1.05,61.7,57.0,6.55,6.52,4.03,5314.923
5504,0.31,61.9,59.0,4.28,4.32,2.66,567.2429
5505,1.26,61.7,58.0,6.99,6.91,4.29,7008.921
5506,0.31,62.3,56.0,4.33,4.37,2.71,607.71075
5507,0.3,61.0,56.0,4.35,4.37,2.66,611.2392
5508,1.03,59.2,60.0,6.62,6.58,3.91,5254.9297
5509,0.31,61.5,57.0,4.33,4.38,2.68,602.7852
5510,0.5,63.9,58.0,5.0,5.05,3.21,1076.6937
5511,0.29,61.7,55.0,4.25,4.28,2.63,584.2002
5512,0.55,57.7,61.0,5.37,5.34,3.09,1521.284
5513,0.77,61.3,56.0,5.89,5.92,3.62,2909.7632
5514,1.04,60.5,59.0,6.62,6.58,3.99,5311.9883
5515,1.03,61.1,55.0,6.54,6.51,3.99,5585.6885
5516,0.35,61.3,55.0,4.58,4.55,2.8,697.0994
5517,0.63,62.8,57.0,5.49,5.46,3.44,1823.4952
5518,1.0,63.2,58.0,6.33,6.27,3.98,4187.4995
5519,0.4,60.9,60.0,4.75,4.77,2.9,732.0211
5520,1.03,58.8,63.0,6.7,6.61,3.91,5024.528
5521,0.32,60.5,59.0,4.39,4.43,2.67,608.5523
5522,0.8,64.2,58.0,5.84,5.81,3.74,2454.914
5523,0.32,61.2,56.0,4.43,4.39,2.7,631.57025
5524,0.9,59.4,59.0,6.31,6.28,3.74,4148.1094
5525,1.0,60.1,57.0,6.45,6.52,3.9,5188.494
5526,1.0,66.8,56.0,6.22,6.12,4.13,3766.3325
5527,1.52,64.9,58.0,7.16,7.13,4.64,8141.575
5528,0.51,63.9,57.0,5.08,5.06,3.24,1191.6257
5529,1.0,65.3,56.0,6.19,6.24,4.06,4030.7402
5530,0.51,61.6,58.0,5.12,5.14,3.16,1269.3534
5531,1.02,63.5,56.0,6.43,6.38,4.07,4841.68
5532,0.72,62.0,52.0,5.71,5.67,3.53,2706.422
5533,1.5,59.3,56.0,7.43,7.51,4.43,10633.023
5534,0.31,60.4,61.0,4.37,4.44,2.66,588.7603
5535,0.5,61.6,57.0,5.08,5.14,3.15,1285.4843
5536,0.31,60.7,59.0,4.38,4.35,2.65,591.2038
5537,0.97,62.0,60.0,6.25,6.29,3.89,3846.8652
5538,0.41,60.6,56.0,4.83,4.87,2.94,957.84174
5539,1.55,60.4,60.0,7.44,7.39,4.48,9560.647
5540,0.3,61.4,56.0,4.33,4.37,2.67,607.1066
5541,0.7,60.2,61.0,5.71,5.75,3.45,2151.7925
5542,1.21,61.7,60.0,6.82,6.85,4.22,6169.873
5543,1.64,62.6,59.0,7.45,7.51,4.68,10015.686
5544,1.25,62.1,57.0,6.89,6.92,4.29,6938.341
5545,1.05,59.6,63.0,6.61,6.55,3.92,4758.432
5546,0.47,61.9,59.0,4.99,4.96,3.08,987.8787
5547,1.22,61.1,57.0,6.9,5.92,4.22,5623.422
5548,0.41,60.7,58.0,4.83,4.79,2.92,808.39905
5549,0.4,62.2,54.0,4.75,4.77,2.96,894.05
5550,0.35,62.1,56.0,4.54,4.57,2.83,684.61334
5551,1.05,63.6,59.0,6.4,6.36,4.06,4373.512
5552,0.54,59.4,57.0,5.35,5.29,3.16,1628.4114
5553,0.31,61.7,57.0,4.36,4.33,2.68,598.8759
5554,0.32,62.3,56.0,4.4,4.37,2.73,621.1952
5555,0.91,60.2,59.0,6.29,6.24,3.77,4001.8499
5556,0.51,61.7,56.0,5.13,5.15,3.17,1375.6284
5557,1.58,61.4,61.0,7.48,7.45,4.58,9524.88
5558,0.72,62.4,57.0,5.71,5.74,3.57,2318.8167
5559,1.52,57.8,59.0,7.58,7.5,4.36,10553.607
5560,0.3,62.8,56.0,4.31,4.29,2.7,588.22205
5561,0.7,63.3,57.0,5.58,5.63,3.55,2077.4036
5562,1.21,62.0,54.5,6.81,6.87,4.25,7087.334
5563,1.02,62.2,56.0,6.44,6.38,3.99,4959.5312
5564,1.01,63.1,57.0,6.35,6.39,4.02,4592.875
5565,0.7,60.5,56.0,5.78,5.83,3.51,2603.4502
5566,0.36,61.4,56.0,4.57,4.61,2.82,699.1623
5567,0.51,62.6,57.0,5.1,5.12,3.2,1271.1399
5568,0.28,63.0,59.0,4.11,4.15,2.6,502.50674
5569,0.37,61.1,56.0,4.64,4.66,2.84,721.17
5570,0.9,62.1,63.0,6.09,6.12,3.79,2814.213
5571,0.74,58.3,58.0,5.97,5.93,3.47,2965.4287
5572,0.9,61.1,54.0,6.29,6.27,3.84,4686.7896
5573,1.27,62.5,58.0,6.92,6.87,4.31,6707.004
5574,0.39,65.6,60.0,4.5,4.56,2.97,646.6318
5575,0.5,62.8,55.0,5.05,5.08,3.18,1296.5514
5576,0.26,62.1,54.0,4.12,4.13,2.56,538.88306
5577,2.12,62.6,59.0,8.18,8.12,5.1,13700.6
5578,0.41,60.1,60.1,4.79,4.82,2.89,749.0555
5579,1.5,61.2,61.0,7.34,7.29,4.48,8689.088
5580,0.29,60.0,57.0,4.33,4.34,2.6,594.3486
5581,0.59,61.7,59.0,5.37,5.36,3.31,1577.8612
5582,1.2,61.5,56.0,6.79,6.84,4.19,6692.0957
5583,0.37,62.3,59.0,4.56,4.59,2.85,670.5654
5584,1.01,61.8,58.0,6.4,6.42,3.96,4679.884
5585,1.51,61.8,55.0,7.43,7.39,4.58,10299.412
5586,1.1,61.3,58.0,6.63,6.74,4.1,5792.464
5587,0.91,62.3,57.0,6.21,6.25,3.88,4008.408
5588,0.37,61.1,56.0,4.62,4.65,2.83,716.0371
5589,0.62,62.2,55.0,5.51,5.46,3.41,1962.9379
5590,0.7,61.7,56.0,5.68,5.73,3.52,2364.6445
5591,0.33,62.2,53.0,4.47,4.5,2.79,681.15155
5592,0.32,62.6,56.0,4.4,4.38,2.75,622.87756
5593,0.33,62.0,54.0,4.46,4.48,2.77,668.1536
5594,0.3,60.9,59.0,4.36,4.34,2.65,584.0459
5595,1.23,61.5,58.0,6.88,6.93,4.25,6764.5527
5596,0.32,63.1,57.0,4.35,4.3,2.73,592.08936
5597,1.07,60.6,61.0,6.62,6.56,3.99,5037.7754
5598,0.3,61.7,57.0,4.29,4.33,2.66,585.3912
5599,1.21,62.9,56.0,6.73,6.79,4.25,6405.1016
5600,0.58,59.5,62.0,5.41,5.44,3.23,1548.3716
5601,1.01,63.4,61.0,6.38,6.3,4.02,3892.7612
5602,0.55,63.1,56.0,5.22,5.24,3.3,1491.3376
5603,1.01,60.1,58.0,6.54,6.39,3.89,4997.635
5604,2.01,63.6,57.0,7.95,7.87,5.03,13013.608
5605,0.41,60.4,58.0,4.79,4.85,2.91,826.185
5606,0.33,62.8,58.0,4.43,4.39,2.77,614.9954
5607,0.7,62.5,55.0,5.68,5.71,3.56,2399.5156
5608,0.3,62.3,57.0,4.29,4.31,2.68,581.1413
5609,0.5,60.3,59.0,5.11,5.14,3.09,1234.98
5610,0.4,62.2,58.0,4.74,4.71,2.94,734.9916
5611,0.8,62.2,57.0,5.95,5.98,3.71,2942.3992
5612,1.65,62.8,56.0,7.52,7.57,4.74,10934.183
5613,0.71,62.8,61.0,5.71,5.63,3.56,1976.9312
5614,0.34,63.3,56.0,4.44,4.41,2.8,637.06793
5615,0.9,62.9,62.0,6.06,6.02,3.8,2704.1592
5616,0.9,62.0,57.0,6.19,6.22,3.85,3936.7256
5617,1.0,63.0,59.0,6.43,6.34,4.02,4338.969
5618,0.41,61.8,56.0,4.81,4.77,2.96,853.57275
5619,0.3,62.5,56.0,4.27,4.31,2.68,585.18353
5620,0.6,62.0,55.5,5.37,5.42,3.35,1787.6261
5621,0.51,62.0,55.0,5.12,5.14,3.18,1404.7952
5622,0.3,62.1,56.0,4.32,4.34,2.69,599.56793
5623,0.31,62.1,53.0,4.34,4.36,2.7,631.9566
5624,0.54,62.0,57.0,5.2,5.25,3.24,1452.4806
5625,1.04,62.8,56.0,6.42,6.48,4.05,5078.4863
5626,0.4,62.4,58.0,4.69,4.73,2.94,729.66534
5627,0.36,62.8,55.0,4.52,4.55,2.85,686.96387
5628,0.54,60.2,59.0,5.27,5.3,3.18,1469.6771
5629,0.32,60.3,57.0,4.42,4.44,2.67,631.1991
5630,0.7,61.7,57.0,5.65,5.69,3.5,2236.8977
5631,0.31,62.6,58.0,4.33,4.29,2.7,578.02875
5632,1.5,59.0,58.0,7.41,7.45,4.38,10073.014
5633,1.54,63.3,60.0,7.26,7.3,4.61,8582.07
5634,2.03,62.7,57.0,8.02,8.05,5.04,13415.744
5635,1.02,60.1,60.0,6.58,6.53,3.94,5018.4497
5636,1.5,62.8,59.0,7.29,7.19,4.55,8571.557
5637,1.46,61.4,59.0,7.3,7.26,4.47,8815.133
5638,1.53,59.9,60.0,7.5,7.46,4.48,9854.687
5639,0.61,62.0,54.4,5.47,5.51,3.4,2002.3905
5640,2.2,62.6,55.0,8.34,8.31,5.21,14640.614
5641,1.08,61.2,60.0,6.61,6.63,4.05,5256.588
5642,1.51,62.5,57.0,7.36,7.26,4.57,9356.372
5643,0.41,61.7,54.0,4.78,4.81,2.96,958.4183
5644,0.59,60.8,57.0,5.47,5.42,3.31,1804.6874
5645,1.01,61.0,58.0,6.47,6.54,3.97,5058.545
5646,2.03,62.7,55.0,8.07,8.14,5.08,13772.287
5647,0.32,62.5,55.0,4.35,4.38,2.73,622.6009
5648,0.4,63.8,54.0,4.7,4.73,3.01,800.15466
5649,1.17,62.6,55.0,6.75,6.7,4.21,6383.8896
5650,0.73,61.2,60.0,5.78,5.73,3.52,2242.3855
5651,0.31,62.6,60.0,4.29,4.33,2.7,561.9133
5652,2.19,60.7,60.0,8.46,8.4,5.12,14543.432
5653,1.01,62.5,57.0,6.39,6.35,3.98,4636.9062
5654,0.32,61.1,56.0,4.45,4.48,2.73,650.1833
5655,1.11,62.2,56.0,6.66,6.59,4.12,5828.611
5656,0.9,61.8,58.0,6.17,6.12,3.8,3609.851
5657,0.55,61.7,55.0,5.26,5.25,3.24,1599.3799
5658,0.79,63.1,60.0,5.88,5.84,3.7,2407.6304
5659,2.01,62.3,61.0,7.99,8.04,4.99,12966.631
5660,0.44,61.1,59.0,4.86,4.9,2.98,860.2545
5661,0.53,61.2,55.0,5.21,5.26,3.21,1573.8536
5662,1.63,61.3,56.0,7.64,7.56,4.66,11304.455
5663,1.26,61.7,58.0,6.91,6.99,4.29,7008.9717
5664,1.0,61.3,58.0,6.45,6.41,3.94,4765.3535
5665,0.39,61.9,55.0,4.7,4.74,2.92,793.4974
5666,0.31,62.9,57.0,4.27,4.32,2.7,580.03326
5667,0.7,61.2,59.0,5.69,5.72,3.49,2192.9707
5668,0.91,62.0,57.0,6.22,6.24,3.86,4030.624
5669,0.42,62.3,55.0,4.8,4.83,3.0,929.04535
5670,0.41,60.3,59.0,4.79,4.76,2.88,747.5324
5671,0.7,60.3,60.0,5.77,5.81,3.49,2303.0254
5672,1.15,61.4,57.0,6.78,6.74,4.15,6262.3
5673,1.0,62.4,58.0,6.33,6.36,3.96,4403.046
5674,0.33,62.8,54.0,4.4,4.42,2.77,647.06
5675,0.56,61.8,54.0,5.28,5.31,3.27,1703.5808
5676,0.76,60.6,59.0,5.94,5.85,3.57,2590.9507
5677,0.27,61.8,56.0,4.15,4.17,2.57,537.08124
5678,0.72,61.0,55.0,5.77,5.81,3.53,2660.4438
5679,0.34,60.4,60.0,4.51,4.56,2.74,646.04565
5680,0.38,62.8,61.0,4.6,4.67,2.91,675.883
5681,0.61,60.2,57.0,5.49,5.58,3.33,1987.2213
5682,1.22,62.1,58.0,6.84,6.89,4.26,6538.913
5683,0.32,61.8,56.0,4.4,4.43,2.73,632.37823
5684,0.31,63.2,57.0,4.35,4.32,2.74,593.33844
5685,0.54,62.1,58.0,5.23,5.21,3.24,1395.6312
5686,1.5,64.3,58.0,7.2,7.13,4.61,8255.461
5687,0.33,61.9,55.0,4.43,4.46,2.75,651.85236
5688,0.71,62.4,57.0,5.66,5.69,3.54,2228.9153
5689,1.0,62.9,60.0,6.36,6.32,3.99,4060.2485
5690,1.16,61.9,55.0,6.72,6.76,4.17,6465.0063
5691,0.3,62.3,57.0,4.33,4.3,2.69,586.3043
5692,0.51,61.9,56.0,5.11,5.14,3.17,1351.3856
5693,1.05,59.2,60.0,6.59,6.62,3.91,5304.973
5694,0.33,61.7,59.0,4.42,4.39,2.72,607.07715
5695,0.37,64.0,56.0,4.58,4.45,2.89,672.4031
5696,0.38,62.1,54.5,4.62,4.66,2.88,730.51263
5697,0.87,63.0,57.0,6.07,6.02,3.81,3270.0337
5698,0.31,61.5,56.0,4.37,4.34,2.68,610.87366
5699,1.14,63.0,57.0,6.7,6.65,4.2,5839.459
5700,1.55,58.4,61.0,7.64,7.59,4.45,10477.686
5701,0.39,62.7,53.6,4.67,4.69,2.93,789.1841
5702,1.69,62.4,60.0,7.59,7.56,4.73,10393.613
5703,1.05,62.3,56.0,6.52,6.58,4.08,5465.249
5704,1.01,62.9,59.0,6.3,6.38,3.99,4223.759
5705,0.32,62.3,56.0,4.37,4.4,2.73,621.1501
5706,0.5,62.2,57.0,5.11,5.08,3.17,1253.736
5707,1.23,62.4,58.0,6.79,6.86,4.26,6409.0605
5708,1.04,58.5,62.0,6.67,6.64,3.89,5209.8525
5709,0.72,62.6,57.0,5.69,5.74,3.58,2298.7742
5710,0.3,62.4,60.0,4.26,4.23,2.65,538.43097
5711,0.7,60.7,60.0,5.78,5.75,3.5,2250.9827
5712,0.35,61.9,55.0,4.53,4.58,2.82,692.7735
5713,0.24,61.8,56.0,4.01,4.04,2.48,485.31232
5714,1.22,62.7,58.0,6.77,6.73,4.23,6115.869
5715,0.5,62.8,61.0,5.01,4.99,3.14,924.6624
5716,0.41,59.6,59.0,4.82,4.85,2.88,815.46466
5717,0.97,57.2,60.0,6.59,6.36,3.72,4906.0635
5718,1.25,60.7,56.0,6.93,7.01,4.23,7608.8145
5719,1.0,63.7,60.0,6.29,6.24,3.99,3744.965
5720,0.38,61.8,53.8,4.63,4.67,2.88,759.6925
5721,0.51,62.0,56.0,5.11,5.18,3.19,1376.1399
5722,0.9,62.1,59.0,6.09,6.14,3.8,3343.9116
5723,0.59,61.2,58.0,5.38,5.41,3.3,1673.3813
5724,0.56,61.8,54.1,5.31,5.34,3.29,1738.5089
5725,0.3,63.5,57.0,4.27,4.24,2.7,563.6998
5726,0.9,60.7,57.0,6.23,6.16,3.76,4003.4023
5727,1.02,61.0,58.0,6.48,6.51,3.96,5038.8955
5728,0.3,63.7,59.0,4.27,4.21,2.7,542.3944
5729,0.75,62.3,57.0,5.84,5.81,3.63,2551.8508
5730,0.71,61.6,57.0,5.72,5.75,3.53,2353.029
5731,0.44,60.8,57.0,4.88,4.93,2.98,994.83795
5732,0.76,61.8,58.0,5.83,5.88,3.62,2557.2415
5733,0.53,60.6,57.0,5.21,5.25,3.17,1480.8683
5734,0.42,62.4,55.0,4.8,4.79,2.99,900.01605
5735,1.02,62.4,59.0,6.42,6.37,3.99,4458.4033
5736,2.6,58.3,61.0,9.05,8.94,5.24,16665.432
5737,0.37,60.7,60.0,4.65,4.68,2.83,694.4735
5738,0.4,60.5,59.0,4.8,4.76,2.89,746.8184
5739,0.33,62.3,57.0,4.4,4.43,2.75,625.25055
5740,0.37,60.1,59.0,4.64,4.68,2.8,701.63324
5741,0.29,62.1,57.0,4.2,4.24,2.62,552.4654
5742,0.4,62.0,56.0,4.77,4.72,2.94,783.1977
5743,0.83,59.3,59.0,6.17,6.1,3.64,3506.953
5744,1.01,64.7,57.0,6.22,6.29,4.05,4088.2114
5745,1.23,61.9,58.0,6.77,6.79,4.2,6299.1597
5746,0.41,62.6,58.0,4.73,4.76,2.97,742.9568
5747,0.28,62.1,56.0,4.19,4.23,2.61,554.79364
5748,0.54,62.0,56.0,5.24,5.21,3.24,1501.3134
5749,0.7,63.1,58.0,5.63,5.57,3.53,2014.9852
5750,1.51,60.5,55.0,7.4,7.36,4.46,10313.98
5751,0.5,61.8,55.0,5.11,5.15,3.17,1402.2489
5752,1.01,61.3,59.0,6.48,6.44,3.96,4740.2236
5753,0.77,65.1,57.0,5.65,5.77,3.72,2251.4229
5754,1.02,62.5,57.0,6.41,6.46,4.02,4869.913
5755,0.33,62.2,56.0,4.42,4.45,2.76,640.3888
5756,0.42,61.9,59.0,4.81,4.76,2.96,750.8494
5757,0.6,62.1,55.0,5.42,5.46,3.38,1877.1881
5758,0.74,61.8,56.0,5.79,5.82,3.59,2603.5088
5759,1.19,58.4,60.0,6.98,6.92,4.06,6838.6553
5760,2.01,61.2,58.0,8.05,8.07,4.93,13406.891
5761,2.0,59.3,62.0,8.12,8.06,4.8,13195.314
5762,0.4,60.6,56.0,4.82,4.78,2.91,887.5007
5763,0.63,61.7,54.0,5.52,5.56,3.42,2138.149
5764,0.5,62.6,59.0,5.03,5.06,3.16,1084.0013
5765,0.36,60.3,58.0,4.66,4.63,2.8,702.56366
5766,0.72,61.9,55.0,5.76,5.78,3.57,2589.2417
5767,0.75,61.8,55.0,5.81,5.84,3.6,2747.121
5768,1.0,65.7,55.0,6.17,6.22,4.07,4073.7617
5769,0.46,66.5,55.0,4.77,4.82,3.19,835.7313
5770,0.72,61.9,56.0,5.75,5.79,3.57,2506.34
5771,1.2,63.3,54.0,6.78,6.72,4.27,6610.1494
5772,1.51,62.2,58.0,7.35,7.29,4.55,9224.258
5773,0.57,62.9,57.0,5.29,5.24,3.31,1506.2706
5774,0.76,59.9,59.0,5.92,5.94,3.55,2709.7788
5775,2.17,58.9,62.0,8.48,8.52,5.01,14577.215
5776,0.5,65.6,56.0,4.99,4.92,3.25,1045.7308
5777,0.9,61.1,58.0,6.12,6.26,3.78,3810.8296
5778,0.33,61.2,56.0,4.44,4.48,2.73,650.0671
5779,1.01,62.9,59.0,6.43,6.39,4.03,4449.043
5780,1.0,62.1,56.0,6.41,6.34,3.96,4812.9727
5781,0.32,62.1,58.0,4.34,4.39,2.71,598.79834
5782,1.01,59.3,57.0,6.57,6.51,3.88,5445.5576
5783,0.61,62.3,54.0,5.4,5.45,3.38,1911.0421
5784,0.3,62.7,59.0,4.22,4.27,2.66,545.5686
